,Incident Date,State,City Or County,Address,# Killed,# Injured
375,"January 11, 2016",Michigan,Suttons Bay,First Street,1,0
376,"January 11, 2016",Pennsylvania,Duncannon,11D Rebecca Drive,1,1
377,"January 10, 2016",North Carolina,Lumberton,2200 block of Martin Luther King Jr. Drive,1,0
378,"January 9, 2016",Kentucky,Louisville,400 block of N. 34th Street,1,0
379,"January 9, 2016",Alabama,Auburn,400 block of Webster Road,1,0
380,"January 9, 2016",Indiana,North Liberty,67100 block of Sage Road,1,0
381,"January 9, 2016",Alabama,Mobile,2100 block of Agate Avenue,1,0
382,"January 9, 2016",North Carolina,Leland,500 block of Creekview Lane,1,0
383,"January 8, 2016",Illinois,Morris,2400 block of Oakland Circle,1,0
384,"January 7, 2016",Ohio,Mc Comb,4190 Township Road 135,1,0
385,"January 7, 2016",Wisconsin,Rice Lake,5 1/2 West Eau Claire Street,2,0
386,"January 6, 2016",Georgia,Union City,4735 Jonesboro Road,1,0
387,"January 5, 2016",Oregon,Cottage Grove,200 block of Sixth Street,1,0
388,"January 5, 2016",Mississippi,Oxford,110 Old Taylor Road,1,0
389,"January 5, 2016",Texas,Henderson,208 U.S. Highway 79 N,1,0
390,"January 4, 2016",Iowa,Delaware (county),155th Avenue,1,0
391,"January 4, 2016",Tennessee,Memphis,1400 block of Briercrest Lane,2,1
392,"January 4, 2016",Colorado,Trinidad,806 E. Goddard Avenue,1,0
393,"January 2, 2016",Iowa,Nashua,110 St. Lawrence Street,1,0
394,"January 2, 2016",Alabama,Huntsville,5000 block of Kyle Lane,1,0
395,"January 2, 2016",Virginia,Warsaw,Suggetts Point,1,0
396,"January 1, 2016",Oklahoma,Altus,1200 block of West Wingfield,1,0
397,"December 31, 2015",Arizona,Chandler,Loop 101 and Chandler Boulevard,1,0
398,"December 31, 2015",South Carolina,Gaffney,,1,0
399,"December 31, 2015",Mississippi,Rolling Fork,68 Frontage Road,1,0
400,"December 30, 2015",Georgia,Lithonia,4500 block of Idlewood Park,1,0
401,"December 29, 2015",Florida,Saint Cloud,10th Street,1,0
402,"December 28, 2015",Alaska,Bethel,,1,0
403,"December 27, 2015",Minnesota,Duluth,300 block of West Faribault Street,1,0
404,"December 26, 2015",Texas,Burnet,157 Harold Dr,1,0
405,"December 26, 2015",Arkansas,Clark (county),,1,0
406,"December 24, 2015",Tennessee,Nashville,400 block of Wilclay Drive,1,0
407,"December 23, 2015",New Mexico,Rio Rancho,300 block of Aldaba Circle,1,0
408,"December 22, 2015",Wisconsin,Beloit,212 8th Street,1,0
409,"December 22, 2015",Florida,Miami,10600 block of Southwest 27th Street,1,0
410,"December 21, 2015",Pennsylvania,Chester (Eddystone),1200 block of Saville Ave,1,0
411,"December 21, 2015",Pennsylvania,Pittsburgh,200-block of Mathilda Street,3,0
412,"December 21, 2015",Missouri,Poplar Bluff,500 section of County Road 42222,1,0
413,"December 20, 2015",Pennsylvania,Eddyville,1200 block of Saville Avenue,1,0
414,"December 19, 2015",Louisiana,Thibodaux,117 Violet St,1,0
415,"December 19, 2015",Mississippi,Magee,,1,0
416,"December 19, 2015",Nebraska,Omaha,12441 Miami St.,1,0
417,"December 18, 2015",Louisiana,Patterson,Grandwood Drive,1,0
418,"December 17, 2015",South Dakota,Lower Brule,,1,0
419,"December 17, 2015",Illinois,Belleville,1800 block of Dalton Dr,1,0
420,"December 17, 2015",Michigan,Detroit,Ferguson,1,0
421,"December 16, 2015",Florida,Dade City,21st Street and Powerline Road,1,0
422,"December 15, 2015",Virginia,Front Royal,Nez Perce Way,1,0
423,"December 13, 2015",Mississippi,Natchez,Mount Carmel Road,1,0
424,"December 13, 2015",Idaho,Coeur D Alene (Coeur D'alene),N 3rd St and E Indiana Ave,1,0
425,"December 13, 2015",Missouri,Kansas City,Interstate 435 and Winner Road,1,0
426,"December 12, 2015",Oklahoma,Lawton,5214 Rogers Lane,1,0
427,"December 12, 2015",North Carolina,Fayetteville,6500 block of Wicklow Place,1,0
428,"December 12, 2015",Florida,Tampa,4611 E Whiteway Drive,1,0
429,"December 11, 2015",Louisiana,Terrebonne (county),Jennings Lane,1,0
430,"December 11, 2015",Kansas,South Hutchinson,107 East Avenue B,1,0
431,"December 10, 2015",Wyoming,Natrona (county),Coal Mountain Road,1,0
432,"December 10, 2015",Texas,Universal City,300 block of Madrid,1,0
433,"December 9, 2015",Illinois,Hoffman Estates,2800 block of Greens Point Parkway,1,0
434,"December 9, 2015",Texas,Dallas,4900 block of South Buckner Boulevard,1,0
435,"December 8, 2015",Washington,Puyallup,900 block of 18th Avenue Southwest,1,0
436,"December 7, 2015",Arkansas,Kingston,,1,0
437,"December 7, 2015",Kansas,Jefferson (county),150th and Wallace Rd.,1,0
438,"December 5, 2015",Colorado,Englewood,South Santa Fe Drive,1,0
439,"December 4, 2015",Louisiana,Baton Rouge,2323 Spain St,1,0
440,"December 4, 2015",Utah,Spanish Fork (Lake Shore),,1,0
441,"December 3, 2015",Texas,Webb (county),Farm to Market 2050 Rd,1,0
442,"November 29, 2015",Wisconsin,Spencer,900 block of Century Road,1,0
443,"November 29, 2015",Minnesota,Itasca (county),E. Natures Trail,1,0
444,"November 29, 2015",North Carolina,Wayne (county),Capps Bridge Road,1,0
445,"November 28, 2015",New York,Rome,519 West Dominick,1,0
446,"November 28, 2015",Georgia,Atlanta,1041 Martin Street SE,1,0
447,"November 28, 2015",Arkansas,Jonesboro,710 N. Caraway Road,1,0
448,"November 27, 2015",Florida,West Palm Beach,1601 W 37th St,1,0
449,"November 25, 2015",California,Paradise,Pearson Road,1,0
450,"November 25, 2015",Wisconsin,Hayward,Gurno Lake Road,1,0
451,"November 24, 2015",Ohio,Toledo,100 block of East Carleton,0,2
452,"November 23, 2015",Wisconsin,Mount Morris,24th Road and Brown Deer Ave,1,0
453,"November 22, 2015",Wisconsin,Caledonia,,1,0
454,"November 21, 2015",Tennessee,Goodlettsville,452 Moss Trail,1,0
455,"November 21, 2015",Colorado,Denver,,1,0
456,"November 20, 2015",Kansas,Overland Park,8900 block of Reeder Road,1,0
457,"November 19, 2015",Virginia,Bohannon,The Long Ln and Myrtle Grove Ln,1,0
458,"November 19, 2015",Florida,Saint Lucie (county),7160 Maidstone Dr.,1,0
459,"November 19, 2015",Louisiana,Saint Gabriel (Iberville),Stassi Rd.,1,0
460,"November 18, 2015",Arkansas,Little Rock,3401 Lamar Street,1,0
461,"November 17, 2015",Arkansas,Benton,Nelson Court,1,0
462,"November 16, 2015",Oregon,Albany,Millersburg Dr NE and Sedona Rd,1,0
463,"November 16, 2015",Maine,Bath,Route 1,1,0
464,"November 15, 2015",Pennsylvania,York,200 block of North Richland Avenue,1,0
465,"November 15, 2015",South Carolina,Rock Hill,Amelia Avenue,1,0
466,"November 14, 2015",South Dakota,Rosebud (Yankton Indian Reservation),,1,0
467,"November 14, 2015",Arkansas,Lockesburg,376 Arkansas 24,1,0
468,"November 12, 2015",New York,Bronx,363 East 171st Street,1,0
469,"November 11, 2015",Georgia,Jackson,500 block of Carr Avenue,1,0
470,"November 9, 2015",Michigan,Detroit,6600 block of Barton Street,1,0
471,"November 7, 2015",Florida,Tampa,Church Avenue,1,0
472,"November 7, 2015",Wisconsin,De Pere,1107 Chicago Street,1,0
473,"November 7, 2015",California,Los Angeles,3500 block of Cesar Chavez Avenue,1,0
474,"November 4, 2015",Nebraska,Imperial,,1,0
475,"November 2, 2015",Connecticut,Stamford,Merrell Avenue,1,0
476,"November 2, 2015",Tennessee,Clarksville,400 block of Georgetown Road,1,0
477,"November 1, 2015",Alabama,Talladega,Jackson Trace Road,1,0
478,"October 31, 2015",Illinois,Aurora,1300 block of Valayna Drive,1,0
479,"October 31, 2015",Indiana,Decatur,7400 N. Monmouth Road,1,0
480,"October 30, 2015",Texas,Houston,16410 North Freeway,1,0
481,"October 27, 2015",Georgia,Acworth,1059 Athena Court,1,0
482,"October 26, 2015",North Carolina,Pitt (county),Stantonsburg Road.,1,0
483,"October 26, 2015",North Carolina,Hendersonville,158 Golden Eagle Way,1,0
484,"October 26, 2015",New York,Buffalo,,1,0
485,"October 26, 2015",Virginia,Chesterfield,8700 block of Hull Street Road,1,0
486,"October 26, 2015",Illinois,Decatur,100 block of South Calhoun Street,1,0
487,"October 25, 2015",Colorado,Colorado Springs,2800 block of Concord Street,1,0
488,"October 24, 2015",South Dakota,Sioux Falls,4425 W. Briggs Drive,1,0
489,"October 24, 2015",Arkansas,Jefferson (county),,1,0
490,"October 23, 2015",Louisiana,Alexandria,,1,0
491,"October 22, 2015",Kansas,Wichita,800 block of S. San Pablo,1,0
492,"October 19, 2015",California,Stockton,3300 block of Zamora Way,1,0
493,"October 19, 2015",Illinois,Champaign,600 block of West Beardsley Avenue,1,1
494,"October 19, 2015",Texas,Donna,500 block of South 25th Street,1,0
495,"October 18, 2015",Illinois,Effingham,3200 block of South Banker Street,1,0
496,"October 17, 2015",Ohio,Pandora,13915 Road 3,1,0
497,"October 17, 2015",Georgia,Dallas,400 block of Fairview Drive,1,1
498,"October 17, 2015",Illinois,Chicago,1000 block of North Francisco Avenue,1,0
499,"October 17, 2015",Idaho,Meridian,2300 block of E. Franklin Road,1,0
500,"November 23, 2016",West Virginia,Troy,Highway 47 West,1,0
501,"November 13, 2016",Colorado,Park (county),,1,0
502,"November 13, 2016",Michigan,Ypsilanti,212 Stevens Drive,1,0
503,"November 12, 2016",Colorado,Grand Junction (Fruitvale),3060 Sandpiper Avenue,1,0
504,"November 4, 2016",Kansas,Kansas City,7569 State Avenue,1,0
505,"October 29, 2016",Ohio,Toledo,123 Rockingham Street,1,0
506,"October 27, 2016",Missouri,Kansas City,18th and Topping,1,0
507,"October 20, 2016",California,Stockton,8926 Ledgewood Avenue,1,0
508,"October 13, 2016",Illinois,Waukegan,1100 block of Greenfield Avenue,1,0
509,"October 1, 2016",Georgia,Mcdonough,961 King Mill Road,1,0
510,"September 30, 2016",Wisconsin,Milwaukee,2100 block of North 15th Street,1,0
511,"September 28, 2016",Arizona,Avondale,525 E Harrison Dr,1,0
512,"September 18, 2016",Florida,Palm Beach Gardens (Riviera Beach),1200 block of West 32nd Street,1,0
513,"September 18, 2016",Florida,Tampa,6727 S. Lois Ave.,1,0
514,"September 12, 2016",Pennsylvania,Quakertown,2100 block of Kumry Road,1,0
515,"September 11, 2016",Kentucky,Louisville,1600 block of Brashear Drive,1,0
516,"September 1, 2016",South Carolina,Columbia,228 Meredith Square,1,2
517,"August 28, 2016",Kentucky,Louisville,3015 Penway Ave,1,0
518,"August 25, 2016",Tennessee,Parrottsville,Shenandoah Way,1,0
519,"August 18, 2016",Montana,Belgrade,1005 Cardinal Dr,1,0
520,"August 15, 2016",Mississippi,Byhalia,95 Rebecca Drive,1,0
521,"August 14, 2016",Iowa,Garner,2194 Sioux Ave,1,0
522,"August 13, 2016",Virginia,Danville,800 block of Edmonds Street,1,0
523,"August 8, 2016",Tennessee,Hendersonville,118 Shady View Drive,1,0
524,"August 6, 2016",Idaho,Weiser,Macomb Road,1,0
525,"August 2, 2016",South Carolina,Coward,4312 Circle Drive,1,1
526,"August 2, 2016",Louisiana,Marrero,2000 block of Fernando Court,1,0
527,"July 31, 2016",Alabama,Birmingham (Homewood),1301 Lakeshore Dr.,1,0
528,"July 26, 2016",Texas,Houston,9700 block of Shady Tree Ln,1,0
529,"July 20, 2016",Georgia,Jones (county),113 Horseshoe Bend Court,1,0
530,"July 18, 2016",South Carolina,Gaston,2400 block of Glenn Road,1,0
531,"July 16, 2016",Ohio,Cincinnati,6200 block of Chandler Street,1,0
532,"July 15, 2016",Florida,Port Orange,829 Hudson Lane,1,0
533,"July 14, 2016",Alabama,Leighton,1500 block of Hwy 157,1,0
534,"July 14, 2016",Colorado,Steamboat Springs,,1,0
535,"July 11, 2016",Texas,Marion (county),Monica Drive,1,0
536,"July 8, 2016",Michigan,Alma,Penrith Avenue,1,0
537,"July 3, 2016",Kentucky,Lowmansville,July Drive,1,0
538,"July 2, 2016",California,Lemoore,800 block of Dogwood Avenue,1,0
539,"July 1, 2016",Tennessee,Clarksville,874 Samantha Lane,1,0
540,"June 25, 2016",New Jersey,East Orange,112 Norman Street,1,0
541,"June 23, 2016",Pennsylvania,Philadelphia,1800 block of N 20th Street,1,0
542,"June 20, 2016",Colorado,Conejos (county),,1,0
543,"June 17, 2016",Iowa,Elgin,210 Main Street,1,0
544,"June 3, 2016",Colorado,Aurora,1575 Galena Street,1,0
545,"May 26, 2016",Virginia,Roanoke,2000 block of Carroll Avenue NW,1,0
546,"May 21, 2016",Louisiana,La Place (Laplace),19 Country Club Dr,1,0
547,"May 20, 2016",Alabama,Horton,Welcome Home Church Road,1,0
548,"May 20, 2016",Illinois,Barry,186 E 2700th St,1,0
549,"May 12, 2016",Ohio,Hilliard,5100 block of Scioto Darby Road,1,0
550,"May 10, 2016",Michigan,Detroit,19700 block of Oakfield Street,1,0
551,"May 1, 2016",Indiana,Indianapolis,Gale and Vermont,1,0
552,"April 26, 2016",Georgia,Dallas,Camp Circle and Dallas Acworth Highway,1,0
553,"April 26, 2016",Wisconsin,Milwaukee,U.S. 41/Highway 175,1,0
554,"April 22, 2016",Louisiana,Natchitoches,600 block of Sabine Alley,1,0
555,"April 21, 2016",Missouri,Kansas City,2600 block of Lawn Avenue,1,0
556,"April 20, 2016",Indiana,Indianapolis,5200 block of Alameda Road,1,0
557,"April 16, 2016",Pennsylvania,Philadelphia,200 block of E. Mayfield Street,1,0
558,"March 20, 2016",Illinois,Chicago (Englewood),6700 block of S. Aberdeen St.,1,0
559,"March 19, 2016",Texas,Palestine,300 block of Anderson County Road 1370,1,0
560,"March 11, 2016",Georgia,Norcross,4900 block of Appaloosa Trail,1,0
561,"March 1, 2016",Florida,Sanford,Highlawn Avenue,1,0
562,"February 29, 2016",Tennessee,Apison,4724 Gates Lane,1,0
563,"February 26, 2016",Indiana,Sunman,Van Wedding Road,1,0
564,"February 21, 2016",Indiana,Hartsville,200 block of Clinton Street,1,0
565,"February 21, 2016",Florida,Fountain,11601 Nonawood Road,1,0
566,"February 16, 2016",Texas,Lubbock,2538 71st St,1,0
567,"February 6, 2016",Alabama,Birmingham (Irondale),2000 block of Monroe Drive,1,0
568,"January 30, 2016",Maryland,Baltimore,400 block of N. Athol Avenue,1,0
569,"January 25, 2016",Tennessee,Crossville,2009 N Main St,1,0
570,"January 23, 2016",Alaska,Iliamna (Kokhanok),,1,0
571,"January 20, 2016",Michigan,Flint,1300 block of Columbia Lane,1,0
572,"January 20, 2016",Louisiana,New Orleans,5600 block of Red Maple Drive,1,0
573,"January 19, 2016",Texas,Cypress,15400 block of Redbud Berry Way,1,0
574,"January 10, 2016",North Carolina,Lumberton,2200 block of Martin Luther King Jr. Drive,1,0
575,"January 9, 2016",Kentucky,Louisville,400 block of N. 34th Street,1,0
576,"January 4, 2016",Tennessee,Memphis,1400 block of Briercrest Lane,2,1
577,"January 4, 2016",Colorado,Trinidad,806 E. Goddard Avenue,1,0
578,"December 28, 2015",Alaska,Bethel,,1,0
579,"December 11, 2015",Kansas,South Hutchinson,107 East Avenue B,1,0
580,"December 9, 2015",Texas,Dallas,4900 block of South Buckner Boulevard,1,0
581,"December 4, 2015",Utah,Spanish Fork (Lake Shore),,1,0
582,"November 28, 2015",New York,Rome,519 West Dominick,1,0
583,"November 28, 2015",Georgia,Atlanta,1041 Martin Street SE,1,0
584,"November 21, 2015",Tennessee,Goodlettsville,452 Moss Trail,1,0
585,"November 18, 2015",Arkansas,Little Rock,3401 Lamar Street,1,0
586,"November 17, 2015",Arkansas,Benton,Nelson Court,1,0
587,"November 15, 2015",South Carolina,Rock Hill,Amelia Avenue,1,0
588,"November 11, 2015",Georgia,Jackson,500 block of Carr Avenue,1,0
589,"November 9, 2015",Michigan,Detroit,6600 block of Barton Street,1,0
590,"October 27, 2015",Georgia,Acworth,1059 Athena Court,1,0
591,"October 26, 2015",North Carolina,Hendersonville,158 Golden Eagle Way,1,0
592,"October 17, 2015",Georgia,Dallas,400 block of Fairview Drive,1,1
593,"October 17, 2015",Illinois,Chicago,1000 block of North Francisco Avenue,1,0
594,"October 10, 2015",Utah,Cache (county),,1,0
595,"October 2, 2015",Ohio,Carrollton,8400 block of Bay Road,1,0
596,"September 2, 2015",Illinois,Chicago,7400 block of South St. Lawrence Avenue,1,0
597,"September 1, 2015",Pennsylvania,Pittsburgh,1600 block of Sandusky Court,1,0
598,"August 25, 2015",Missouri,Saint Louis (Hanley Hills),7700 block of Utica Drive,1,0
599,"August 23, 2015",Virginia,Hardy,Heatherton Lane,1,0
600,"August 18, 2015",Alabama,Birmingham (Hoover),990 Wisteria Pl,1,0
601,"August 5, 2015",Alaska,Anchorage,4000 block of Olympic Terrace Circle,1,0
602,"August 3, 2015",Michigan,Detroit,16000 block of Eastwood Street,1,0
603,"August 3, 2015",Texas,Longview,2500 block of North Eastman Road,1,0
604,"July 30, 2015",Texas,Houston,8442 Tavenor Lane,1,0
605,"July 29, 2015",District of Columbia,Washington,600 block of 46th Place SE,1,0
606,"July 23, 2015",Michigan,Antrim (county),Tobias Road,1,0
607,"July 17, 2015",Louisiana,Shreveport,200 block of Prospect Street,1,0
608,"July 15, 2015",Missouri,Kansas City,3100 block of Spruce,1,0
609,"July 5, 2015",Texas,Spring,19000 block of Puget Lane,1,0
610,"July 2, 2015",Virginia,Hampton,300 block of West Chamberlin Avenue,1,0
611,"June 28, 2015",Michigan,Franklin,12919 Tipton Highway,1,0
612,"June 27, 2015",Montana,Saint Marie,308B Willow,1,0
613,"June 13, 2015",Texas,Wise (county),County Road 4010,1,0
614,"June 11, 2015",Ohio,Hamilton,709 Gordon Smith Boulevard,1,0
615,"June 10, 2015",California,Adelanto,1800 block of Bellflower Street,1,0
616,"June 9, 2015",Tennessee,Memphis,4300 block of Egyptian Cove,1,0
617,"May 30, 2015",Alaska,Ambler,,1,0
618,"May 30, 2015",Texas,Abilene,500 block of Washington Street,1,0
619,"May 25, 2015",South Dakota,Brown (county),,1,0
620,"May 25, 2015",New York,Yonkers,484 Walnut St,1,0
621,"May 25, 2015",Virginia,Meherrin,Doswell Town Road,1,0
622,"May 23, 2015",Mississippi,Jackson,Glencross Drive,1,0
623,"May 16, 2015",California,Perris,140 block of Metz Road,1,0
624,"May 15, 2015",Arkansas,Redfield,1107 Huck Finn Blvd,1,0
625,"May 3, 2015",Florida,Panama City,1914 Frankford Ave,1,0
626,"May 3, 2015",Louisiana,Shreveport,400 block of Pete Harris Drive,1,0
627,"April 30, 2015",Georgia,Macon,6381 Thomaston Road,1,0
628,"April 29, 2015",Georgia,Augusta,1200 block of Holden Drive,1,0
629,"April 18, 2015",Texas,Killeen,3600 block of Del Mar Court,1,0
630,"April 12, 2015",Ohio,Cleveland,3700 block of E. 63,1,0
631,"March 31, 2015",Tennessee,Madison,333 Rio Vista Drive,1,0
632,"March 29, 2015",Georgia,Jefferson,300 block of Fairfield Drive,1,0
633,"March 19, 2015",Texas,Houston,14425 Alief Clodine Rd,1,0
634,"March 19, 2015",Texas,Houston,6301 Sierra Blanca,1,0
635,"March 17, 2015",Oklahoma,Comanche,Highway 81,1,0
636,"March 13, 2015",Michigan,Flint,1800 block of Barks Street,1,0
637,"March 13, 2015",Kentucky,Louisville,3400 block of Algonquin Parkway,1,0
638,"March 6, 2015",Tennessee,Nashville,3024 Gwynwood Drive,1,0
639,"March 5, 2015",Oregon,Malin,9425 Matney Way,1,0
640,"March 4, 2015",Alaska,Shungnak,,1,0
641,"March 1, 2015",Texas,Houston,1900 block of Imperial Stone Dr.,1,0
642,"February 27, 2015",Texas,Houston,7400 block of Betanna,1,0
643,"February 15, 2015",Alabama,Gaylesville,County Road 865,1,2
644,"February 10, 2015",Ohio,Dalton,South Mount Eaton Road,1,0
645,"February 9, 2015",Louisiana,Lake Charles,Arsene Road,1,0
646,"January 21, 2015",Michigan,Benton Harbor,1600 block of Norton St,1,0
647,"January 21, 2015",Florida,Tarpon Springs,1094 Misty Hollow Lane,1,0
648,"December 31, 2014",Alabama,Montgomery,1700 block of Yarborough Street,1,0
649,"December 30, 2014",Idaho,Hayden,550 W Honeysuckle Ave,1,0
650,"December 29, 2014",Michigan,Detroit,11200 block of Roxbury St,1,0
651,"December 29, 2014",Michigan,Detroit,11200 block of Roxbury Street,1,0
652,"December 15, 2014",South Carolina,Simpsonville,Garfield Lane,1,0
653,"December 6, 2014",Oklahoma,Atoka,Wells St,1,0
654,"December 5, 2014",Illinois,Villa Park,,1,0
655,"November 28, 2014",Texas,Childress,,1,0
656,"November 25, 2014",Texas,Katy,4302 Falcon Meadow,1,0
657,"November 24, 2014",Oklahoma,Tulsa,100 block of South 168th East Avenue,1,0
658,"November 20, 2014",Indiana,Elkhart,2100 block of Morton Avenue,1,0
659,"November 15, 2014",Virginia,Norfolk,800 block of B Avenue,1,0
660,"November 8, 2014",Michigan,Detroit,16100 block of Northlawn Ave,1,0
661,"November 2, 2014",Ohio,Cincinnati,200 block of Kinsey Avenue,1,0
662,"October 22, 2014",Montana,Charlo,Eagle Trail Pass,1,0
663,"October 17, 2014",Tennessee,Buchanan,Mt Pleasant Freeland Rd,1,0
664,"October 11, 2014",Louisiana,Benton,200 block of Retha Lane,1,0
